ids,w2clsids,schids,ctyids,w2frame,w2subsample,w2cogscore,w2cog3pl,w2chn,w2upchn,w2mat,w2upmat,w2eng,w2upeng,w2a01,w2a02,w2a03,w2a05,w2a0701,w2a0702,w2a0703,w2a0704,w2a0705,w2a0706,w2a0707,w2a0708,w2a0801,w2a0801a,w2a0802,w2a0802a,w2a0802b,w2a0802c01,w2a0802c02,w2a0802c03,w2a0803,w2a0803a,w2a0804,w2a0804a,w2a16,w2a17,w2a2001,w2a2002,w2a2003,w2a2004,w2a2005,w2a2006,w2a2101a,w2a2101b,w2a2102a,w2a2102b,w2a2103a,w2a2103b,w2a2104a,w2a2104b,w2a22,w2a23,w2a24,w2a27,w2a28,w2a29,w2a30,w2a31,w2a32,w2b1401,w2b1402,w2b1403,w2b1404,w2b1405,w2b1406,w2b15,w2b16,w2b18,w2b19,w2b20,w2b21,,w2ba01,w2ba0201,w2ba0202,w2ba0203,w2ba0204,w2ba0205,w2ba0206,w2ba0207,w2ba0208,w2ba11,w2ba12,w2ba13,w2ba1400,w2ba1401,w2ba1401a,w2ba1402,w2ba1402a,w2ba1403,w2ba1403a,w2ba1404,w2ba1404a,w2ba1405,w2ba1405a,w2ba1500,w2ba1501,w2ba1501a,w2ba1502,w2ba1502a,w2ba1503,w2ba1503a,w2ba1504,w2ba1504a,w2ba1505,w2ba1505a,w2ba1600,w2ba1601,w2ba1601a,w2ba1602,w2ba1602a,w2ba1603,w2ba1603a,w2ba1604,w2ba1604a,w2ba1605,w2ba1605a,w2ba1701,w2ba1702,w2ba1703,w2ba1704,w2ba1705,w2ba1706,w2ba18,w2ba21,w2ba22,w2ba24,w2ba2601,w2ba2602,w2ba2603,w2ba2604,w2ba29,w2ba30,w2ba31,w2ba32,w2bb1401,w2bb1402,w2bb1403,w2bb1404,w2bb1405,w2bb1406,w2bb1407,w2bb15,w2bb16,w2bb17,w2bb18,w2bb19,w2bb20,w2bc01a,w2bc0201,w2bc0202,w2bc0203,w2bc0203a,w2bc0204,w2bc0205,w2bc09,w2bd01,w2bd02,w2be02,w2be03,w2be04,w2be06,w2be07,w2be08,w2be09,w2be11,w2be12,w2be13,w2be15,w2be16,w2be17,w2be18,w2be23,w2be24,w2be25,w2be33,w2be34,w2be35,w2be36
43,2,1,1,3,3,12,-0.857316971,66,100,58,100,63,100,1,3,1,1,0,0,0,0,0,0,0,1,1,2,0,,,,,,0,,0,,1,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,1,9,4,3,6,4,0,0,0,0,0,1,2,2,9,3,6,4,,1,0,0,0,0,0,0,0,1,1,1,1,1,0,,0,,0,,0,,0,,0,1,3,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,3,3,3,3,3,1,4000,0,1,1,1,1,9,3,6,4,0,0,0,0,0,1,0,1,1,1,1,2,1,16200,1,0,0,,0,0,1,1,3,1,1,3,1,1,7,8,1,1,3,1,1,7,8,3,2,2,1,1,1,2
44,2,1,1,3,3,28,1.118232012,88,100,88,100,85,100,2,2,1,2,0,1,0,0,0,0,1,0,1,1,0,,,,,,0,,0,,1,2,3,1,2,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,9,5,2,5,3,0,0,0,1,1,0,2,1,8,4,5,4,,2,0,1,0,0,0,0,1,0,1,1,1,0,0,,1,4,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,1,1,1,3,2,5,1,10000,1,1,2,1,1,9,1,5,4,0,1,1,0,0,1,1,1,3,1,1,3,3,0,1,0,0,,0,0,1,2,2,8,1,2,2,3,3,13,8,1,2,2,3,3,13,3,2,3,1,3,1,2
45,2,1,1,3,3,23,0.42693001,80,100,86,100,84,100,1,2,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,1,3,2,3,3,3,3,3,3,2,2,3,3,6,1,7,3,3,5,4,0,0,0,0,1,0,2,10,7,3,6,4,,1,1,1,0,0,0,1,0,0,6,2,4,0,1,1,1,2,0,,0,,0,,0,1,2,0,,0,,0,,0,,0,1,1,1,1,0,,0,,0,,2,2,2,2,3,3,4,2,0,1,3,3,3,3,8,3,7,3,1,1,1,1,0,1,1,3,3,3,3,1,1,3130,1,0,0,,0,0,,1,2,1,1,2,1,3,9,3,1,1,2,1,3,4,5,3,2,3,2,4,1,2
46,2,1,1,3,3,34,1.638461947,77,100,81,100,51,100,2,,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,1,2,2,2,1,2,1,2,1,2,1,2,2,2,6,2,7,3,14,6,4,0,0,0,1,0,0,2,1,10,13,7,2,,1,0,1,0,0,1,0,0,0,6,3,4,0,0,,1,2,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,2,2,2,2,3,2,0,,2,2,2,2,7,13,6,4,,,,,,,,3,3,3,3,1,1,,0,0,0,,0,1,1,2,,1,1,,,,,,,,,,,,,,,,,,,
48,2,1,1,3,3,25,0.473035991,77,100,80,100,69,100,1,2,1,2,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,1,2,3,3,2,3,2,3,1,3,3,2,3,3,6,2,8,3,9,8,4,1,1,0,0,0,0,2,7,8,7,7,4,,2,1,1,0,0,0,1,0,0,6,6,6,0,1,,1,,0,,1,,0,,1,0,,0,,0,,0,,0,,0,1,,1,,0,,0,,0,,3,3,2,3,3,3,4,1,5631,1,2,2,1,2,8,4,5,3,0,0,0,0,0,1,0,3,3,3,3,1,1,,1,0,0,,0,0,,1,,1,1,2,1,3,7,8,1,1,2,2,3,4,2,3,2,3,3,6,1,2
49,2,1,1,3,3,20,0.269317001,73,100,84,100,68,100,1,3,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,2,2,,,,,,,,,3,3,3,4,8,3,1,2,3,0,0,1,1,1,0,2,,,,2,4,,2,1,1,0,0,0,1,0,0,6,1,3,0,0,,1,2,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,3,3,4,2,0,1,2,2,2,3,9,3,5,3,1,1,0,0,0,1,1,3,3,3,3,1,1,1800,0,0,0,,0,1,,1,3,1,1,3,1,3,6,8,1,1,2,2,3,4,7,3,2,3,1,1,1,1
50,2,1,1,3,3,21,0.103234001,74,100,67,100,55,100,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,6,2,7,3,2,8,4,0,1,0,1,1,0,2,5,7,11,3,4,,1,1,1,0,0,0,0,0,0,6,3,3,0,1,1,1,1,0,,0,,0,,0,1,1,0,,0,,0,,0,,0,1,1,1,1,0,,0,,0,,3,1,,1,3,3,4,2,500,,3,3,3,3,9,12,7,4,1,1,1,1,0,1,1,3,3,3,3,1,1,,0,0,0,,0,1,1,1,1,1,1,1,1,3,4,13,1,1,1,1,3,3,13,3,2,3,3,6,2,2
51,2,1,1,3,3,26,0.835264027,86,100,64,100,70,100,2,,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,2,3,3,2,3,2,3,2,3,2,3,2,3,5,2,7,1,4,5,4,0,0,0,0,1,0,2,5,8,4,5,4,,1,1,1,0,0,0,0,0,0,5,2,2,0,0,,1,2,0,,0,,0,,0,0,,1,2,0,,0,,0,,0,0,,1,2,0,,0,,0,,3,2,2,2,2,3,4,2,0,1,2,2,2,2,7,4,5,4,0,0,0,0,0,1,0,3,3,3,3,1,1,3250,1,0,0,,0,0,2,2,2,1,1,2,2,3,7,12,1,1,2,2,3,5,12,3,,3,1,1,1,2
52,2,1,1,3,3,28,0.968586028,89,100,84,100,72,100,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,3,3,2,2,2,2,1,1,1,1,2,2,6,1,7,3,4,5,2,1,0,1,0,1,0,2,7,8,3,5,3,,1,1,1,0,0,0,0,0,0,6,3,3,0,1,1,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,3,3,2,2,1,3000,1,3,3,2,3,8,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2,1,1,3,3,32,1.359740019,91,100,93,100,88,100,2,,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,1,1,3,3,2,3,2,3,2,3,2,3,2,3,1,2,3,3,6,1,8,3,13,5,3,1,1,0,1,0,0,2,7,8,2,5,3,,2,1,1,0,0,0,0,0,0,6,2,2,0,1,1,1,3,0,,0,,0,,1,0,,0,,0,,0,,0,,0,0,,1,1,0,,0,,0,,2,2,2,2,3,3,1,1,5000,1,3,3,3,3,7,4,5,3,1,1,1,0,0,1,0,2,2,3,1,2,2,,1,0,0,,0,0,2,2,2,1,1,2,2,3,6,12,1,1,1,2,3,3,12,3,2,3,2,4,2,2
54,2,1,1,3,3,33,1.417247057,79,100,78,100,64,100,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,3,2,1,2,2,3,3,3,3,2,3,3,3,6,3,8,3,4,5,3,1,0,1,1,0,0,2,7,8,5,5,4,,1,1,1,0,0,0,0,0,0,6,2,3,0,1,5,1,1,0,,0,,0,,0,1,1,1,1,0,,0,,0,,0,1,1,1,1,0,,0,,0,,3,2,1,3,2,3,4,1,3000,1,3,3,3,3,6,4,5,3,1,1,0,0,1,1,0,3,3,3,3,1,1,6480,1,0,0,,0,0,,1,2,1,1,2,1,3,7,6,1,1,2,2,3,3,7,2,2,2,2,8,1,1
55,2,1,1,3,3,34,1.526548982,84,100,85,100,83,100,1,2,1,1,1,1,0,0,0,0,0,0,0,,1,2001,2,0,0,1,0,,0,,1,2,3,3,2,2,2,3,2,3,1,2,1,2,1,1,2,3,6,1,8,4,2,5,4,1,0,0,0,1,0,2,5,9,2,6,4,,2,1,1,0,0,0,0,0,0,6,3,3,0,0,,1,4,0,,0,,0,,0,0,,1,2,0,,0,,0,,0,1,1,1,1,0,,0,,0,,3,3,3,3,3,3,4,2,0,2,1,2,1,3,9,4,6,3,0,1,0,0,0,0,0,1,3,3,3,1,1,0,0,0,0,,0,1,,1,3,1,1,3,1,1,3,1,1,1,3,1,3,3,6,3,2,3,3,4,1,2
56,2,1,1,3,3,24,0.432974011,77,100,81,100,78,100,2,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,1,2,2,2,2,2,2,2,2,2,3,3,3,3,6,2,8,2,2,5,3,1,1,1,1,1,0,2,7,8,2,5,3,,2,1,1,0,0,0,0,0,0,6,3,4,0,1,2,1,5,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,3,2,2,2,2,3,4,1,1200,1,3,3,3,2,8,1,5,3,1,1,1,1,0,1,0,3,3,3,3,1,1,3200,1,0,0,,0,0,3,2,2,1,1,2,2,1,7,2,1,1,2,2,3,7,2,3,2,3,1,4,1,2
57,2,1,1,3,3,31,1.552170038,81,100,85,100,73,100,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,6,1,10,1,1,5,4,1,0,0,0,1,0,2,2,9,2,5,4,,2,1,1,0,0,0,0,0,0,6,3,3,0,1,1,1,1,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,3,3,2,1,4520,1,2,2,2,2,8,1,5,3,1,1,0,1,0,1,1,3,3,3,3,1,1,0,1,0,0,,0,0,1,1,3,1,1,3,1,1,7,2,1,1,3,1,1,8,5,3,2,3,1,2,1,2
58,2,1,1,3,3,25,0.970013976,84,100,75,100,64,100,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,1,2,2,2,1,1,2,2,2,3,2,3,2,3,3,3,2,2,6,2,10,3,1,5,3,1,0,1,1,1,0,2,7,7,11,7,4,,1,1,1,0,0,0,0,0,0,6,3,3,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,0,1,,0,,0,,0,,0,,2,2,2,2,2,2,2,2,,1,2,2,2,2,8,1,7,3,0,1,0,1,0,0,1,3,3,3,3,3,2,0,1,0,0,,0,0,,1,3,,,,,,,,,,,,,,,4,2,3,2,2,1,2
59,2,1,1,3,3,15,-0.177068993,80,100,60,100,59,100,1,3,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,2,3,3,2,,2,,2,,2,,2,2,6,3,7,2,9,5,3,1,1,0,0,1,0,2,1,7,7,5,4,,2,1,1,0,0,0,1,0,0,6,3,2,0,1,2,1,3,0,,0,,0,,0,0,,1,2,0,,0,,0,,0,1,1,1,1,0,,0,,0,,2,2,3,3,3,3,4,1,7200,1,2,3,3,2,7,2,5,2,0,0,0,0,0,1,1,3,3,3,3,1,1,,1,0,0,,0,0,1,1,3,1,1,3,1,3,8,6,1,1,3,1,3,7,2,3,2,3,3,4,1,2
60,2,1,1,3,3,29,1.070479989,93,100,85,100,73,100,1,2,1,1,1,0,0,0,0,0,0,0,0,,0,,,,,,0,,1,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,2,,6,2,7,3,14,8,3,0,0,0,0,1,1,2,5,7,6,5,4,,,,,,,,,,,6,1,1,0,1,5,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,2,2,2,2,,2,2,2,2,2,6,1,5,4,0,0,0,0,0,1,0,3,3,3,3,1,1,,,,,,,,1,1,3,1,1,3,1,1,6,,1,,,,,,,,,,2,1,1,2
61,2,1,1,3,3,32,1.245834947,78,100,88,100,76,100,2,1,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,3,3,2,2,2,1,2,1,3,1,3,1,2,2,2,6,2,9,1,14,6,3,0,0,0,1,1,0,2,5,8,13,6,2,,2,1,1,0,0,1,0,0,0,6,3,3,0,0,,1,2,0,,0,,0,,1,0,,0,,0,,0,,0,,0,0,,0,,1,1,0,,0,,2,2,2,2,3,3,4,1,5000,1,3,3,3,3,7,13,7,3,1,1,0,1,0,1,0,3,3,3,3,1,1,,1,0,0,,0,0,2,2,,1,2,1,2,3,3,12,1,2,1,2,3,3,12,4,2,3,5,7,2,2
62,2,1,1,3,3,29,0.489143997,70,100,91,100,77,100,1,2,1,1,1,1,0,0,0,1,1,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,1,2,2,1,2,1,1,2,2,2,3,2,3,6,1,7,2,14,5,4,0,1,0,1,1,0,2,3,7,13,5,4,,2,1,1,0,0,0,0,0,0,6,2,2,0,1,2,1,5,1,1,1,1,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,3,2,3,2,3,2,2,0,1,2,2,2,2,8,2,5,4,0,0,0,0,0,1,0,3,3,3,3,1,1,,0,0,0,,0,1,,1,2,1,1,3,1,3,4,6,1,1,3,1,3,4,5,3,2,3,2,4,1,2
64,2,1,1,3,3,34,1.834112048,84,100,90,100,74,100,2,3,1,1,,,,,,,,,1,,0,,,,,,0,,0,,2,1,2,2,2,1,3,2,1,3,1,3,1,3,1,3,3,3,6,1,8,2,13,7,4,0,0,0,0,1,0,2,2,10,3,7,4,,2,1,1,0,0,0,0,0,0,6,2,3,0,0,,1,2,0,,0,,0,,0,1,1,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,3,3,4,1,2000,1,2,2,2,2,7,12,7,4,1,1,0,1,0,1,0,3,3,3,3,1,1,1600,1,0,0,,0,0,1,2,2,1,1,2,2,3,8,4,1,1,2,2,3,8,2,3,2,3,1,4,1,2
65,,1,1,3,3,0,,,100,,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5,2,1,3,3,33,1.358140945,83,100,72,100,88,100,1,3,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,6,2,8,3,2,5,4,0,1,0,0,0,0,2,7,8,2,5,4,,1,1,1,0,0,1,1,0,0,6,2,3,0,1,5,1,4,0,,1,4,0,,0,1,1,1,1,0,,0,,0,,0,1,1,0,,1,3,1,1,0,,3,3,2,2,3,3,2,2,0,1,2,2,1,2,8,1,5,3,1,1,0,0,0,1,1,3,3,3,3,1,1,200,1,0,0,,0,0,,1,2,1,1,2,1,3,8,2,1,1,2,1,3,7,5,3,2,3,2,2,1,2
120,5,2,1,3,3,25,0.692973018,76,100,81,100,89,100,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,3,3,3,2,3,2,3,2,3,1,3,3,3,6,2,7,2,4,5,4,0,0,1,0,1,0,2,7,7,4,5,3,,2,1,0,0,0,0,0,0,0,6,3,3,0,1,5,1,5,0,,0,,0,,0,1,2,1,3,0,,0,,0,,0,1,2,1,3,0,,0,,0,,2,2,2,2,3,3,1,1,7000,1,3,3,3,3,8,1,5,4,0,0,0,0,0,1,0,3,3,3,3,1,1,1000,,,,,,,,1,3,1,,3,1,1,,6,1,,3,1,3,4,13,3,2,3,,2,1,2
121,5,2,1,3,3,31,1.274006963,84,100,64,100,74,100,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,6,2,8,4,4,5,4,1,0,0,0,0,0,2,10,8,2,5,3,,2,1,0,0,0,0,0,0,0,6,3,3,0,1,1,1,2,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,1,1,1,2,0,,0,,0,,2,2,3,2,2,2,4,1,8000,1,3,3,2,3,7,2,5,4,1,1,1,1,0,1,1,3,3,3,3,1,1,1480,1,0,0,,0,0,,1,2,1,1,2,1,3,3,7,1,1,1,1,3,7,6,3,2,3,2,4,1,2
122,5,2,1,3,3,27,1.141078949,67,100,79,100,68,100,2,1,1,2,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,3,3,6,3,7,3,3,4,3,1,0,0,1,0,0,2,2,7,3,4,3,,1,1,1,0,0,0,0,0,0,6,3,1,0,1,1,1,1,0,,0,,0,,0,1,1,1,1,0,,0,,0,,0,1,1,0,,0,,0,,0,,2,2,2,2,3,3,4,1,6000,1,2,3,3,3,9,1,4,4,1,1,0,0,0,1,1,3,3,3,3,1,1,,1,0,0,,0,0,2,2,1,1,1,1,2,1,4,12,1,2,1,2,3,4,12,3,2,3,1,2,1,2
123,5,2,1,3,3,30,1.025470972,83,100,91,100,88,100,2,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,3,3,2,3,1,3,1,2,1,2,2,2,6,1,8,5,13,5,3,1,0,1,0,1,1,2,1,9,3,5,4,,1,1,1,0,0,0,0,0,0,6,3,4,0,1,1,1,1,0,,0,,0,,0,1,1,0,,0,,0,,0,,0,0,,1,1,0,,0,,0,,2,,,,2,2,4,1,30000,1,3,3,3,2,8,2,6,4,1,1,0,1,0,1,1,3,3,3,3,1,1,1000,1,0,0,,0,0,2,2,2,1,1,2,2,3,7,12,1,1,2,2,3,7,2,3,2,3,4,4,1,2
124,5,2,1,3,3,31,0.788815022,79,100,71,100,92,100,1,2,1,2,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,3,2,2,2,2,3,2,3,2,3,2,3,3,3,6,2,9,2,14,8,4,1,0,0,0,1,0,2,7,9,4,5,4,,2,1,1,0,0,0,0,0,0,6,3,3,0,1,3,1,5,0,,0,,0,,0,0,,1,,0,,0,,0,,0,1,,1,,0,,0,,0,,3,3,3,3,3,3,4,1,11000,1,3,3,3,3,8,1,5,4,1,1,0,1,0,1,1,1,1,3,3,1,1,1350,1,0,0,,0,0,,1,3,1,1,3,1,3,7,12,1,1,3,1,3,4,8,3,2,3,1,4,1,2
125,,2,1,3,3,0,,,100,,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,5,2,1,3,3,33,1.798298001,86,100,74,100,95,100,1,2,1,1,0,1,0,0,0,1,0,0,0,,1,2005,2,1,0,0,0,,0,,2,2,2,2,2,1,1,2,2,3,2,3,2,3,1,3,2,3,1,2,10,3,1,5,4,1,0,0,0,1,0,,5,9,1,5,4,,2,0,0,0,0,0,1,0,0,6,4,4,0,0,,1,2,0,,1,1,0,,1,0,,0,,0,,0,,0,,0,0,,1,1,0,,0,,0,,1,1,1,1,2,2,2,1,5000,1,3,3,3,3,,4,7,3,0,1,0,1,0,1,1,3,3,3,3,1,1,1200,1,0,0,,0,0,,1,2,1,1,2,2,3,8,2,1,1,2,2,1,8,2,3,2,3,1,2,1,2
127,5,2,1,3,3,33,1.669350028,82,100,85,100,95,100,1,3,1,1,1,0,0,0,0,0,0,0,0,,1,2003,1,0,0,1,0,,0,,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,6,1,9,1,14,6,3,0,0,0,0,1,1,2,1,9,2,5,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,5,2,1,3,3,24,0.020888001,68,100,53,100,70,100,2,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,3,3,1,3,1,3,1,3,1,3,2,,6,3,8,3,4,5,3,1,0,1,0,0,1,,10,8,4,4,3,,2,1,1,0,0,0,0,0,0,6,1,3,0,0,,1,,0,,0,,0,,0,0,,1,,0,,0,,0,,0,0,,1,,0,,0,,0,,2,2,2,3,3,3,4,1,,1,3,3,2,3,8,4,5,4,1,1,1,0,0,1,0,,,,,,,,1,0,0,,0,0,,1,2,1,1,2,1,3,7,6,1,1,2,1,3,7,6,3,2,3,1,4,1,2
129,5,2,1,3,3,25,0.398867995,78,100,75,100,89,100,2,3,1,2,0,1,1,0,1,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,1,2,2,2,3,2,3,2,3,2,3,2,3,3,3,6,1,7,3,3,6,4,1,0,0,1,0,0,2,10,9,2,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,2,1,3,3,0,,75,100,64,100,88,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,5,2,1,3,3,25,0.458855987,86,100,83,100,90,100,2,1,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,1,2,2,2,3,2,2,2,2,3,2,3,2,3,2,3,2,2,5,1,8,3,2,6,2,1,0,0,0,1,0,2,7,8,6,6,2,,2,1,1,0,0,1,0,0,0,6,3,4,0,1,1,1,2,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,0,,1,2,0,,0,,2,2,2,2,2,2,4,1,7000,1,3,3,3,3,9,4,7,4,1,1,0,1,0,1,0,3,3,3,3,1,1,30000,1,0,0,,0,0,1,2,1,1,1,1,2,3,7,12,1,1,2,2,3,7,5,4,2,3,1,2,1,2
133,5,2,1,3,3,21,0.43077299,83,100,72,100,91,100,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,2,2,2,2,3,1,2,1,1,1,1,2,2,5,3,7,5,4,5,1,0,0,0,0,1,0,2,10,7,3,5,1,,2,1,1,0,0,0,0,0,0,6,3,3,0,0,,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,2,2,2,2,2,2,2,2,0,1,3,3,3,3,7,1,5,3,1,1,0,0,0,1,1,1,1,3,3,1,1,1600,1,0,0,,0,0,,1,2,1,1,2,1,3,8,3,1,1,2,1,,7,12,3,2,3,1,4,1,2
134,5,2,1,3,3,21,0.37439999,73,100,49,100,78,100,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,1,1,2,2,2,2,2,2,1,3,1,3,1,3,1,3,2,3,6,3,7,2,4,5,3,1,0,0,0,1,0,2,10,7,4,5,2,,2,1,1,0,0,0,0,0,0,6,1,3,0,0,,1,2,0,,0,,0,,1,0,,0,,0,,0,,0,,0,0,,1,1,0,,0,,0,,2,2,2,2,2,2,4,1,5000,1,3,3,3,3,8,5,7,3,1,1,0,0,0,1,1,3,3,3,3,1,1,,1,0,0,,0,0,,1,2,1,1,2,1,1,9,3,1,1,2,1,3,8,4,3,2,3,3,4,1,2
135,5,2,1,3,3,25,0.911126971,82,100,72,100,95,100,1,2,1,1,0,1,0,0,0,1,0,0,0,,1,2008,2,0,0,1,0,,0,,2,2,2,1,2,1,2,2,2,3,2,3,2,3,1,3,2,3,1,2,8,2,1,6,3,1,0,1,0,1,1,2,10,8,2,6,3,,2,0,1,0,0,0,1,0,0,6,3,3,0,0,,1,1,0,,1,1,0,,1,0,,0,,0,,0,,0,,0,0,,1,1,0,,0,,0,,1,2,3,2,1,1,4,1,8000,1,3,3,3,3,8,12,6,3,1,1,1,1,0,1,0,3,1,3,3,1,1,,1,0,0,,0,0,1,2,3,1,2,3,2,2,9,14,1,2,3,2,3,8,5,3,2,2,1,4,2,2
136,5,2,1,3,3,0,,68,100,70,100,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,1,0,0,0,6,3,5,0,1,1,1,2,0,,0,,0,,1,0,,0,,0,,0,,0,,0,1,2,1,2,0,,0,,0,,2,2,2,2,2,2,4,1,3000,1,3,3,3,3,8,2,5,4,0,1,0,1,0,1,0,,,,,,,1000,1,0,0,,0,0,,2,3,1,1,3,,3,6,2,1,1,,,,3,2,4,2,4,1,5,1,2
137,5,2,1,3,3,33,1.768154025,79,100,87,100,89,100,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,6,2,8,3,14,8,4,0,0,0,1,1,1,2,2,8,3,5,4,,2,1,1,0,0,0,0,0,0,6,3,3,0,1,1,1,2,0,,0,,0,,1,0,,0,,0,,0,,0,,0,1,1,1,1,0,,0,,0,,2,2,3,2,3,3,4,1,4000,1,3,3,3,3,8,3,5,4,1,1,1,1,0,1,0,1,1,1,3,2,2,0,1,0,0,,0,0,,1,3,1,1,3,1,1,9,3,1,1,3,1,1,9,3,3,2,3,1,2,1,2
